tweet_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,favorite_count,retweet_count,jpg_url,img_num,first_probability,probability_conf1,for_dog_1,second_probability,probability_conf2,for_dog_2,third_probability,probability_conf3,for_dog_3,dog_stage
832369877331693569,2017-02-16 23:23:38+00:00,http://twitter.com,This is Charlie. He fell asleep on a heating vent. Would puppreciate your assistance. 11/10 someone help Charlie https://t.co/Dhdx5HnQ4d,https://twitter.com/dog_rates/status/832369877331693569/photo/1,11,10,Charlie,18792,3652,https://pbs.twimg.com/media/C40r_GDWAAA5vNJ.jpg,1.0,kelpie,0.50469,True,german short-haired pointer,0.105208,True,staffordshire bullterrier,0.0543385,True,
832273440279240704,2017-02-16 17:00:25+00:00,http://twitter.com,Say hello to Smiley. He's a blind therapy doggo having a h*ckin blast high steppin around in the snow. 14/10 would follow anywhere https://t.co/SHAb1wHjMz,https://twitter.com/dog_rates/status/832273440279240704/video/1,14,10,Smiley,12385,2673,https://pbs.twimg.com/ext_tw_video_thumb/832273373149413377/pu/img/qOqxM0b48fEarmq6.jpg,1.0,pembroke,0.134081,True,ice bear,0.0519278,False,pug,0.0443109,True,doggo
832032802820481025,2017-02-16 01:04:13+00:00,http://twitter.com,"This is Miguel. He was the only remaining doggo at the adoption center after the weekend. Let's change that. 12/10

https://t.co/P0bO8mCQwN https://t.co/SU4K34NT4M","https://www.petfinder.com/petdetail/34918210,https://twitter.com/dog_rates/status/832032802820481025/photo/1,https://twitter.com/dog_rates/status/832032802820481025/photo/1,https://twitter.com/dog_rates/status/832032802820481025/photo/1,https://twitter.com/dog_rates/status/832032802820481025/photo/1",12,10,Miguel,13887,4746,https://pbs.twimg.com/media/C4v5a4UWcAIRygc.jpg,1.0,whippet,0.601712,True,ibizan hound,0.152662,True,italian greyhound,0.135055,True,doggo
831939777352105988,2017-02-15 18:54:34+00:00,http://twitter.com,This is Emanuel. He's a h*ckin rare doggo. Dwells in a semi-urban environment. Round features make him extra collectible. 12/10 would so pet https://t.co/k9bzgyVdUT,https://twitter.com/dog_rates/status/831939777352105988/photo/1,12,10,Emanuel,26404,7031,https://pbs.twimg.com/media/C4uk0EWWQAAaZm1.jpg,1.0,pomeranian,0.153862,True,marmot,0.0912338999999999,False,grey fox,0.0906441,False,doggo
831911600680497154,2017-02-15 17:02:36+00:00,http://twitter.com,Meet Kuyu. He was trapped in a well for 10 days. Rescued yesterday using a device designed by a local robotics team. 14/10 for all involved https://t.co/l38R6IZNNg,"https://twitter.com/dog_rates/status/831911600680497154/photo/1,https://twitter.com/dog_rates/status/831911600680497154/photo/1,https://twitter.com/dog_rates/status/831911600680497154/photo/1,https://twitter.com/dog_rates/status/831911600680497154/photo/1",14,10,Kuyu,30380,7458,https://pbs.twimg.com/media/C4uLLGuUoAAkIHm.jpg,4.0,bloodhound,0.777562,True,great dane,0.0474176,True,leonberg,0.0179431,True,
831670449226514432,2017-02-15 01:04:21+00:00,http://twitter.com,This is Daisy. She has a heart on her butt. 13/10 topical af https://t.co/u6p4LxzHKg,https://twitter.com/dog_rates/status/831670449226514432/photo/1,13,10,Daisy,11469,2059,https://pbs.twimg.com/media/C4qv3JUW8AADirb.jpg,1.0,pembroke,0.6248020000000001,True,cardigan,0.362861,True,appenzeller,0.00392621,True,
831552930092285952,2017-02-14 17:17:22+00:00,http://twitter.com,This is Dutch. He dressed up as his favorite emoji for Valentine's Day. I've got heart eyes for his heart eyes. 13/10 https://t.co/BCbmFYLrse,https://twitter.com/dog_rates/status/831552930092285952/photo/1,13,10,Dutch,9872,2632,https://pbs.twimg.com/media/C4pE-I0WQAABveu.jpg,1.0,chihuahua,0.257415,True,pembroke,0.161442,True,french bulldog,0.0921429,True,
831322785565769729,2017-02-14 02:02:51+00:00,http://twitter.com,This is Pete. He has no eyes. Needs a guide doggo. Also appears to be considerably fluffy af. 12/10 would hug softly https://t.co/Xc0gyovCtK,https://twitter.com/dog_rates/status/831322785565769729/photo/1,12,10,Pete,10042,1744,https://pbs.twimg.com/media/C4lzqQ4UEAApzU0.jpg,1.0,old english sheepdog,0.999715,True,tibetan terrier,4.62967e-05,True,guinea pig,4.1184300000000005e-05,False,doggo
831309418084069378,2017-02-14 01:09:44+00:00,http://twitter.com,This is Scooter and his son Montoya.  Scooter is a wonderful father. He takes very good care of Montoya. Both 12/10 would pet at same time https://t.co/ghqMfxxa4V,https://twitter.com/dog_rates/status/831309418084069378/photo/1,12,10,Scooter,12819,2786,https://pbs.twimg.com/media/C4lngK5VUAEVrNO.jpg,1.0,doberman,0.3693889999999999,True,kelpie,0.132449,True,labrador retriever,0.0747273,True,
831262627380748289,2017-02-13 22:03:49+00:00,http://twitter.com,This is Tucker. He's feeling h*ckin festive and his owners don't have the heart to tell him Christmas is over. 12/10 https://t.co/zqR5XKMpuY,https://twitter.com/dog_rates/status/831262627380748289/photo/1,12,10,Tucker,13066,2350,https://pbs.twimg.com/media/C4k88lGVMAEKNzb.jpg,1.0,cocker spaniel,0.263323,True,brittany spaniel,0.20055,True,doormat,0.193414,False,
830956169170665475,2017-02-13 01:46:03+00:00,http://twitter.com,Say hello to Reggie. He hates puns. 12/10 lighten pup Reggie https://t.co/X4vNEzAod5,https://twitter.com/dog_rates/status/830956169170665475/video/1,12,10,Reggie,8735,1735,https://pbs.twimg.com/ext_tw_video_thumb/830956118893543424/pu/img/t2G0raF7pDPRMAH5.jpg,1.0,kuvasz,0.451516,True,golden retriever,0.317196,True,english setter,0.132759,True,
830583320585068544,2017-02-12 01:04:29+00:00,http://twitter.com,This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,"https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1",13,10,Lilly,73397,19297,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,1.0,labrador retriever,0.908703,True,seat belt,0.0570909,False,pug,0.0119335,True,
830097400375152640,2017-02-10 16:53:37+00:00,http://twitter.com,"Meet Samson. He's absolute fluffy perfection. Easily 13/10, but he needs your help. Click the link to find out more

https://t.co/z82hCtwhpn https://t.co/KoWrMkbMbW","https://www.gofundme.com/sick-baby-samson,https://twitter.com/dog_rates/status/830097400375152640/photo/1,https://twitter.com/dog_rates/status/830097400375152640/photo/1,https://twitter.com/dog_rates/status/830097400375152640/photo/1,https://twitter.com/dog_rates/status/830097400375152640/photo/1",13,10,Samson,10804,3455,https://pbs.twimg.com/media/C4UZLZLWYAA0dcs.jpg,4.0,toy poodle,0.442713,True,pomeranian,0.142073,True,pekinese,0.125745,True,
829861396166877184,2017-02-10 01:15:49+00:00,http://twitter.com,This is Mia. She already knows she's a good dog. You don't have to tell her. 12/10 would probably tell her anyway https://t.co/xeudgDXmTU,https://twitter.com/dog_rates/status/829861396166877184/photo/1,12,10,Mia,13441,2243,https://pbs.twimg.com/media/C4RCiIHWYAAwgJM.jpg,1.0,border terrier,0.394486,True,staffordshire bullterrier,0.3765739999999999,True,american staffordshire terrier,0.0312916,True,
829501995190984704,2017-02-09 01:27:41+00:00,http://twitter.com,This is Leo. He was a skater pup. She said see ya later pup. He wasn't good enough for her. 12/10 you're good enough for me Leo https://t.co/Xw9JbJHTul,"https://twitter.com/dog_rates/status/829501995190984704/photo/1,https://twitter.com/dog_rates/status/829501995190984704/photo/1",12,10,Leo,34913,12224,https://pbs.twimg.com/media/C4L7p19W8AA3Fs_.jpg,1.0,french bulldog,0.950851,True,pekinese,0.0151996,True,pug,0.0110936,True,
829374341691346946,2017-02-08 17:00:26+00:00,http://twitter.com,This is Astrid. She's a guide doggo in training. 13/10 would follow anywhere https://t.co/xo7FZFIAao,"https://twitter.com/dog_rates/status/829374341691346946/photo/1,https://twitter.com/dog_rates/status/829374341691346946/photo/1",13,10,Astrid,38074,10706,https://pbs.twimg.com/media/C4KHj-nWQAA3poV.jpg,1.0,staffordshire bullterrier,0.757547,True,american staffordshire terrier,0.14995,True,chesapeake bay retriever,0.0475226999999999,True,doggo
829141528400556032,2017-02-08 01:35:19+00:00,http://twitter.com,This is Malcolm. He goes from sneaky tongue slip to flirt wink city in a matter of seconds. 12/10 would hug softly https://t.co/rHwfySggqR,"https://twitter.com/dog_rates/status/829141528400556032/photo/1,https://twitter.com/dog_rates/status/829141528400556032/photo/1",12,10,Malcolm,26952,8530,https://pbs.twimg.com/media/C4GzztSWAAA_qi4.jpg,2.0,golden retriever,0.57314,True,cocker spaniel,0.111159,True,gibbon,0.0941268999999999,False,
829011960981237760,2017-02-07 17:00:28+00:00,http://twitter.com,This is Dexter. He was reunited with his mom yesterday after she was stuck in Iran during the travel Bannon. 13/10 welcome home https://t.co/U50RlRw4is,"https://twitter.com/dog_rates/status/829011960981237760/photo/1,https://twitter.com/dog_rates/status/829011960981237760/photo/1",13,10,Dexter,58302,18627,https://pbs.twimg.com/media/C4E99ygWcAAQpPs.jpg,2.0,boxer,0.312221,True,dalmatian,0.24404,True,conch,0.130273,False,
828770345708580865,2017-02-07 01:00:22+00:00,http://twitter.com,This is Alfie. He's your Lyft for tonight. Kindly requests you buckle pup and remain reasonably calm during the ride. 13/10 he must focus https://t.co/AqPTHYUBFz,https://twitter.com/dog_rates/status/828770345708580865/photo/1,13,10,Alfie,28085,6746,https://pbs.twimg.com/media/C4BiOXOXAAAf6IS.jpg,1.0,seat belt,0.765979,False,chesapeake bay retriever,0.0338986,True,polecat,0.0272515999999999,False,
828708714936930305,2017-02-06 20:55:28+00:00,http://twitter.com,This is Fiona. She's an exotic dog. Seems rather impatient. Jaw extension on another level tho. Looks slippery. 10/10 would still pet https://t.co/vst2SEVJO3,"https://twitter.com/dog_rates/status/828708714936930305/photo/1,https://twitter.com/dog_rates/status/828708714936930305/photo/1",10,10,Fiona,40241,12882,https://pbs.twimg.com/media/C4AqLSgVYAEg8nt.jpg,1.0,hippopotamus,0.942911,False,mexican hairless,0.00838837,True,ice lolly,0.00620647,False,
828650029636317184,2017-02-06 17:02:17+00:00,http://twitter.com,"Occasionally, we're sent fantastic stories. This is one of them. 14/10 for Grace https://t.co/bZ4axuH6OK","https://twitter.com/dog_rates/status/828650029636317184/photo/1,https://twitter.com/dog_rates/status/828650029636317184/photo/1,https://twitter.com/dog_rates/status/828650029636317184/photo/1",14,10,one,10467,1544,https://pbs.twimg.com/media/C3_0yhCWEAETXj2.jpg,1.0,golden retriever,0.649209,True,chesapeake bay retriever,0.19856,True,vizsla,0.0561999,True,
828409743546925057,2017-02-06 01:07:28+00:00,http://twitter.com,This is Mutt Ryan. He's quite confident at the moment. 12/10 rise pup! https://t.co/ZH5CvRlCxt,https://twitter.com/dog_rates/status/828409743546925057/photo/1,12,10,Mutt,6898,1305,https://pbs.twimg.com/media/C38aQYgXAAMY2Wh.jpg,1.0,teddy,0.908457,False,toy poodle,0.0180397999999999,True,standard poodle,0.0126671,True,
828408677031882754,2017-02-06 01:03:14+00:00,http://twitter.com,This is Bear. He went outside to play in the snow. Needed a break from the game. Feeling a tad better now. 12/10  deep breaths Bear https://t.co/7WFLKli2T3,https://twitter.com/dog_rates/status/828408677031882754/photo/1,12,10,Bear,8398,1477,https://pbs.twimg.com/media/C38ZSzlWIAEpQzs.jpg,1.0,weimaraner,0.1330329999999999,True,chesapeake bay retriever,0.092227,True,american staffordshire terrier,0.0650945,True,
828381636999917570,2017-02-05 23:15:47+00:00,http://twitter.com,Meet Doobert. He's a deaf doggo. Didn't stop him on the field tho. Absolute legend today. 14/10 would pat head approvingly https://t.co/iCk7zstRA9,https://twitter.com/dog_rates/status/828381636999917570/photo/1,14,10,Doobert,13864,2554,https://pbs.twimg.com/media/C38Asz1WEAAvzj3.jpg,1.0,bedlington terrier,0.3925349999999999,True,labrador retriever,0.0890217,True,clumber,0.0817998,True,doggo
828376505180889089,2017-02-05 22:55:23+00:00,http://twitter.com,"This is Beebop. Her name means ""Good Dog"" in robot. She also was a star on the field today. 13/10 would pet well https://t.co/HKBVZqXFNR",https://twitter.com/dog_rates/status/828376505180889089/photo/1,13,10,Beebop,8112,1216,https://pbs.twimg.com/media/C378BwxWMAA6CNK.jpg,1.0,american staffordshire terrier,0.5230859999999999,True,staffordshire bullterrier,0.186168,True,chihuahua,0.0420894,True,
828372645993398273,2017-02-05 22:40:03+00:00,http://twitter.com,This is Alexander Hamilpup. He was one of the many stars in this year's Puppy Bowl. He just hopes both teams had fun. 12/10 https://t.co/JcTuUcyYNS,https://twitter.com/dog_rates/status/828372645993398273/photo/1,12,10,Alexander,13756,3344,https://pbs.twimg.com/media/C374hb0WQAAIbQ-.jpg,1.0,malamute,0.663047,True,eskimo dog,0.207779,True,tibetan mastiff,0.0409488,True,
828046555563323392,2017-02-05 01:04:17+00:00,http://twitter.com,This is Sailer. He waits on the roof for his owners to come home. Nobody knows how he gets up there. H*ckin loyal af. 13/10 https://t.co/O37z4jaMG9,"https://twitter.com/dog_rates/status/828046555563323392/photo/1,https://twitter.com/dog_rates/status/828046555563323392/photo/1,https://twitter.com/dog_rates/status/828046555563323392/photo/1",13,10,Sailer,12923,3260,https://pbs.twimg.com/media/C33P8PrUcAMiQQs.jpg,3.0,patio,0.272972,False,window screen,0.131295,False,boathouse,0.0463925,False,
828011680017821696,2017-02-04 22:45:42+00:00,http://twitter.com,Say hello to Brutus and Jersey. They think they're the same size. Best furiends furever. Both 11/10 would pet simultaneously https://t.co/rkhCFfDtxB,"https://twitter.com/dog_rates/status/828011680017821696/photo/1,https://twitter.com/dog_rates/status/828011680017821696/photo/1",11,10,Brutus,11411,2451,https://pbs.twimg.com/media/C32wOLcWYAAjNqS.jpg,1.0,american staffordshire terrier,0.936662,True,staffordshire bullterrier,0.0329990999999999,True,bull mastiff,0.0171834,True,
827933404142436356,2017-02-04 17:34:40+00:00,http://twitter.com,This is Kona. Yesterday she stopped by the department to see what it takes to be a police pupper. 12/10 vest was only a smidge too big https://t.co/j8D3PQJvpJ,"https://twitter.com/dog_rates/status/827933404142436356/photo/1,https://twitter.com/dog_rates/status/827933404142436356/photo/1,https://twitter.com/dog_rates/status/827933404142436356/photo/1",12,10,Kona,22180,5987,https://pbs.twimg.com/media/C31pCN4UcAAOLNH.jpg,2.0,german shepherd,0.8061149999999999,True,tibetan mastiff,0.104831,True,kelpie,0.0381482,True,pupper
827653905312006145,2017-02-03 23:04:02+00:00,http://twitter.com,This is Boots. She doesn't know what to do with treats so she just holds them. Very good girl. 12/10 would give more treats https://t.co/eAA8lratd3,https://twitter.com/dog_rates/status/827653905312006145/photo/1,12,10,Boots,16983,3433,https://pbs.twimg.com/media/C3xq1ZeWEAEuzw3.jpg,1.0,collie,0.285555,True,border collie,0.217306,True,saint bernard,0.143245,True,
827600520311402496,2017-02-03 19:31:54+00:00,http://twitter.com,Meet Tucker. It's his birthday. He's pupset with you because you're too busy playing @GoodDogsGame to celebrate. 13/10 would put down phone https://t.co/vrppizPGdb,https://twitter.com/dog_rates/status/827600520311402496/photo/1,13,10,Tucker,8143,1082,https://pbs.twimg.com/media/C3w6RYbWQAAEQ25.jpg,1.0,pembroke,0.325638,True,golden retriever,0.317235,True,labrador retriever,0.116087,True,
827324948884643840,2017-02-03 01:16:53+00:00,http://twitter.com,"This is Ralphie. He's being treated for an overactive funny bone, which is no joke. 12/10 would try to pet with a straight face https://t.co/UU3KqQF5n5",https://twitter.com/dog_rates/status/827324948884643840/photo/1,12,10,Ralphie,17523,3510,https://pbs.twimg.com/media/C3s_pYrXAAA1eqZ.jpg,1.0,golden retriever,0.352486,True,toy poodle,0.178884,True,labrador retriever,0.0841643999999999,True,
827199976799354881,2017-02-02 17:00:17+00:00,http://twitter.com,This is Charlie. He wins every game of chess he plays. Won't let opponent pet him until they forfeit. 13/10 you win again Charlie https://t.co/UkyQibIBzZ,"https://twitter.com/dog_rates/status/827199976799354881/photo/1,https://twitter.com/dog_rates/status/827199976799354881/photo/1,https://twitter.com/dog_rates/status/827199976799354881/photo/1,https://twitter.com/dog_rates/status/827199976799354881/photo/1",13,10,Charlie,11659,2579,https://pbs.twimg.com/media/C3rN-lcWEAA9CmR.jpg,4.0,great dane,0.8696809999999999,True,american staffordshire terrier,0.0266582,True,boxer,0.0198660999999999,True,
826958653328592898,2017-02-02 01:01:21+00:00,http://twitter.com,This is Loki. He smiles like Elvis. Ain't nothin but a hound doggo. 12/10 https://t.co/QV5nx6otZR,https://twitter.com/dog_rates/status/826958653328592898/photo/1,12,10,Loki,23767,5757,https://pbs.twimg.com/media/C3nygbBWQAAjwcW.jpg,1.0,golden retriever,0.6173890000000001,True,labrador retriever,0.337053,True,tennis ball,0.00855442,False,doggo
826848821049180160,2017-02-01 17:44:55+00:00,http://twitter.com,This is Cupid. He was found in the trash. Now he's well on his way to prosthetic front legs and a long happy doggo life. 13/10 heroic af https://t.co/WS0Gha8vRh,"https://twitter.com/dog_rates/status/826848821049180160/photo/1,https://twitter.com/dog_rates/status/826848821049180160/photo/1,https://twitter.com/dog_rates/status/826848821049180160/photo/1,https://twitter.com/dog_rates/status/826848821049180160/photo/1",13,10,Cupid,40325,11878,https://pbs.twimg.com/media/C3mOnZ_XUAAjr2V.jpg,4.0,great pyrenees,0.858764,True,golden retriever,0.0235257,True,pekinese,0.0171039,True,doggo
826598365270007810,2017-02-01 01:09:42+00:00,http://twitter.com,This is Pawnd... James Pawnd. He's suave af. 13/10 would trust with my life https://t.co/YprN62Z74I,"https://twitter.com/dog_rates/status/826598365270007810/photo/1,https://twitter.com/dog_rates/status/826598365270007810/photo/1,https://twitter.com/dog_rates/status/826598365270007810/photo/1",13,10,Pawnd,11117,2709,https://pbs.twimg.com/media/C3iq0EEXUAAdBYC.jpg,1.0,french bulldog,0.628119,True,siamese cat,0.117397,False,cougar,0.0827648999999999,False,
826476773533745153,2017-01-31 17:06:32+00:00,http://twitter.com,This is Pilot. He has mastered the synchronized head tilt and sneaky tongue slip. Usually not unlocked until later doggo days. 12/10 https://t.co/YIV8sw8xkh,https://twitter.com/dog_rates/status/826476773533745153/photo/1,12,10,Pilot,20275,4821,https://pbs.twimg.com/media/C3g8M0lWIAEcFgn.jpg,1.0,german shepherd,0.7418600000000001,True,tibetan mastiff,0.1228119999999999,True,kelpie,0.10046,True,doggo
826115272272650244,2017-01-30 17:10:04+00:00,http://twitter.com,This is Ike. He's demonstrating the pupmost restraint. 13/10 super good boy https://t.co/6gHoGah9nm,https://twitter.com/dog_rates/status/826115272272650244/photo/1,13,10,Ike,17299,3599,https://pbs.twimg.com/media/C3bzVILWcAUjS5i.jpg,1.0,tennis ball,0.997071,False,golden retriever,0.00233085,True,kuvasz,0.000283472,True,
825876512159186944,2017-01-30 01:21:19+00:00,http://twitter.com,This is Mo. No one will push him around in the grocery cart. He's quite pupset about it. 11/10 I volunteer https://t.co/feNwTq12S5,https://twitter.com/dog_rates/status/825876512159186944/photo/1,11,10,Mo,11525,2146,https://pbs.twimg.com/media/C3YaSnQWAAILgz0.jpg,1.0,shopping cart,0.995941,False,shopping basket,0.00405697,False,mousetrap,8.83283e-07,False,
825829644528148480,2017-01-29 22:15:05+00:00,http://twitter.com,This is Toby. He just found out you only pretend to throw the ball sometimes. H*ckin puppalled. 12/10 would console https://t.co/YimNdkZrhM,"https://twitter.com/dog_rates/status/825829644528148480/photo/1,https://twitter.com/dog_rates/status/825829644528148480/photo/1",12,10,Toby,14025,2848,https://pbs.twimg.com/media/C3XvqILXUAU2nnT.jpg,2.0,great pyrenees,0.8534069999999999,True,golden retriever,0.0535313,True,english setter,0.0458299,True,
825147591692263424,2017-01-28 01:04:51+00:00,http://twitter.com,This is Sweet Pea. She hides in shoe boxes and waits for someone to pick her. Then she surpuprises them. 13/10 https://t.co/AyBEmx56MD,https://twitter.com/dog_rates/status/825147591692263424/photo/1,13,10,Sweet,20181,5244,https://pbs.twimg.com/media/C3ODWpfXAAAP1fb.jpg,1.0,pekinese,0.354823,True,pomeranian,0.24539,True,toy poodle,0.136545,True,
825026590719483904,2017-01-27 17:04:02+00:00,http://twitter.com,"Say hello to Pablo. He's one gorgeous puppo. A true 12/10. Click the link to see why Pablo requests your assistance

https://t.co/koHvVQp9bL https://t.co/IhW0JKf7kc","https://www.gofundme.com/my-puppys-double-cataract-surgery,https://twitter.com/dog_rates/status/825026590719483904/photo/1,https://twitter.com/dog_rates/status/825026590719483904/photo/1",12,10,Pablo,7020,1483,https://pbs.twimg.com/media/C3MVTeHWcAAGNfx.jpg,2.0,eskimo dog,0.524454,True,siberian husky,0.467678,True,malamute,0.00497584,True,puppo
824775126675836928,2017-01-27 00:24:48+00:00,http://twitter.com,This is Scooter. His lack of opposable thumbs is rendering his resistance to tickling embarrassingly moot. 12/10 would keep tickling https://t.co/F0VWg2GztI,"https://twitter.com/dog_rates/status/824775126675836928/photo/1,https://twitter.com/dog_rates/status/824775126675836928/photo/1",12,10,Scooter,16508,4069,https://pbs.twimg.com/media/C3Iwlr0WYAARVh4.jpg,1.0,border terrier,0.610499,True,malinois,0.0902911999999999,True,airedale,0.0686247,True,
824663926340194305,2017-01-26 17:02:56+00:00,http://twitter.com,This is Wilson. Named after the volleyball. He tongue wrestled a bee and lost. 13/10 valiant effort tho https://t.co/A5Mx4h1FSM,https://twitter.com/dog_rates/status/824663926340194305/photo/1,13,10,Wilson,11113,1993,https://pbs.twimg.com/media/C3HLd0HXUAAUI2b.jpg,1.0,english setter,0.526488,True,golden retriever,0.402815,True,irish setter,0.0344178,True,
824297048279236611,2017-01-25 16:45:05+00:00,http://twitter.com,This is Nala. She got in trouble. One h*ck of a pupnishment. Still 11/10 would pet https://t.co/EmJbG0skLt,"https://twitter.com/dog_rates/status/824297048279236611/photo/1,https://twitter.com/dog_rates/status/824297048279236611/photo/1",11,10,Nala,16625,4463,https://pbs.twimg.com/media/C3B9ypNWEAM1bVs.jpg,2.0,teddy,0.58823,False,jigsaw puzzle,0.0289096,False,doormat,0.0222507,False,
823939628516474880,2017-01-24 17:04:50+00:00,http://twitter.com,This is Cash. He's officially given pup on today. 12/10 frighteningly relatable https://t.co/m0hrATIEyw,https://twitter.com/dog_rates/status/823939628516474880/photo/1,12,10,Cash,11755,3123,https://pbs.twimg.com/media/C284uD8WgAEmMVn.jpg,1.0,schipperke,0.234076,True,curly-coated retriever,0.193093,True,labrador retriever,0.0951966,True,
823699002998870016,2017-01-24 01:08:40+00:00,http://twitter.com,This is Winston. The goggles make him a superhero. Protects the entire city from criminals unless they rub his belly really well. 12/10 https://t.co/yCydYURYEL,https://twitter.com/dog_rates/status/823699002998870016/photo/1,12,10,Winston,13826,2772,https://pbs.twimg.com/media/C25d3nkXEAAFBUN.jpg,1.0,cairn,0.203999,True,snorkel,0.171893,False,norfolk terrier,0.107543,True,
823581115634085888,2017-01-23 17:20:14+00:00,http://twitter.com,This is Crawford. He's quite h*ckin good at the selfies. Nose is incredibly boopable. 11/10 would snapchat https://t.co/6F5Rrp472U,https://twitter.com/dog_rates/status/823581115634085888/photo/1,11,10,Crawford,14376,3031,https://pbs.twimg.com/media/C23ypm6VQAAO31l.jpg,1.0,dingo,0.280949,False,german shepherd,0.194044,True,pembroke,0.120051,True,
823322678127919110,2017-01-23 00:13:17+00:00,http://twitter.com,This is Wyatt. He's got the fastest paws in the West. H*ckin deadly. 11/10 would ride into the sunset with https://t.co/stkJ377KK7,"https://twitter.com/dog_rates/status/823322678127919110/photo/1,https://twitter.com/dog_rates/status/823322678127919110/photo/1",11,10,Wyatt,17437,4637,https://pbs.twimg.com/media/C20HmaKWgAQ6-6X.jpg,2.0,cowboy boot,0.990253,False,chihuahua,0.00183635,True,papillon,0.0012739,True,
822975315408461824,2017-01-22 01:12:59+00:00,http://twitter.com,This is Albus. He's soaked as h*ck. Seems to have misplaced an ear as well. Still in good spirits tho. 12/10 would dry https://t.co/yUM8jYStuG,https://twitter.com/dog_rates/status/822975315408461824/photo/1,12,10,Albus,19139,3958,https://pbs.twimg.com/media/C2vLrpvWIAA3LM3.jpg,1.0,bathtub,0.331098,False,tub,0.24886,False,pembroke,0.2331619999999999,True,
822859134160621569,2017-01-21 17:31:20+00:00,http://twitter.com,This is Hobbes. He was told he was going to the park. Ended up at the vet. H*ckin bamboozled. Quite pupset with you. 12/10 https://t.co/SSQE06XClS,https://twitter.com/dog_rates/status/822859134160621569/photo/1,12,10,Hobbes,14576,2622,https://pbs.twimg.com/media/C2tiAzGXgAIFdqi.jpg,1.0,malinois,0.332897,True,chihuahua,0.104116,True,staffordshire bullterrier,0.0477449999999999,True,
822489057087389700,2017-01-20 17:00:46+00:00,http://twitter.com,This is Paisley. She really wanted to be president this time. Dreams officially crushed. 13/10 https://t.co/liJGwMp17E,"https://twitter.com/dog_rates/status/822489057087389700/photo/1,https://twitter.com/dog_rates/status/822489057087389700/photo/1,https://twitter.com/dog_rates/status/822489057087389700/photo/1",13,10,Paisley,20083,7390,https://pbs.twimg.com/media/C2oRbOuWEAAbVSl.jpg,1.0,samoyed,0.4167689999999999,True,malamute,0.252706,True,kuvasz,0.157028,True,
822462944365645825,2017-01-20 15:17:01+00:00,http://twitter.com,"This is Gabe. He was the unequivocal embodiment of a dream meme, but also one h*ck of a pupper. You will be missed by so many. 14/10 RIP https://t.co/M3hZGadUuO","https://twitter.com/dog_rates/status/822462944365645825/photo/1,https://twitter.com/dog_rates/status/822462944365645825/photo/1,https://twitter.com/dog_rates/status/822462944365645825/photo/1,https://twitter.com/dog_rates/status/822462944365645825/photo/1",14,10,Gabe,31800,17209,https://pbs.twimg.com/media/C2n5rUUXEAIXAtv.jpg,3.0,pomeranian,0.960199,True,samoyed,0.0230563,True,maltese dog,0.00894488,True,pupper
821886076407029760,2017-01-19 01:04:45+00:00,http://twitter.com,This is Jimison. He was just called a good boy. 13/10 https://t.co/djMep7mGkV,https://twitter.com/dog_rates/status/821886076407029760/photo/1,13,10,Jimison,12582,2692,https://pbs.twimg.com/media/C2ftAxnWIAEUdAR.jpg,1.0,golden retriever,0.266238,True,cocker spaniel,0.223325,True,irish setter,0.151631,True,
821765923262631936,2017-01-18 17:07:18+00:00,http://twitter.com,This is Duchess. She uses dark doggo forces to levitate her toys. 13/10 magical af https://t.co/maDNMETA52,https://twitter.com/dog_rates/status/821765923262631936/photo/1,13,10,Duchess,9317,1899,https://pbs.twimg.com/media/C2d_vnHWEAE9phX.jpg,1.0,golden retriever,0.980071,True,labrador retriever,0.00875751,True,saluki,0.00180595,True,doggo
821522889702862852,2017-01-18 01:01:34+00:00,http://twitter.com,This is Harlso. He has a really good idea but isn't sure you're going to like it. 13/10 he'll just keep it to himself https://t.co/IzcaR3Nqyn,https://twitter.com/dog_rates/status/821522889702862852/photo/1,13,10,Harlso,8871,2030,https://pbs.twimg.com/media/C2aitIUXAAAG-Wi.jpg,1.0,doberman,0.7635390000000001,True,black-and-tan coonhound,0.136602,True,miniature pinscher,0.0876538999999999,True,
821407182352777218,2017-01-17 17:21:47+00:00,http://twitter.com,This is Sundance. He's a doggo drummer. Even sings a bit on the side. 14/10 entertained af (vid by @sweetsundance) https://t.co/Xn5AQtiqzG,https://twitter.com/dog_rates/status/821407182352777218/video/1,14,10,Sundance,13075,5053,https://pbs.twimg.com/ext_tw_video_thumb/821407155391725568/pu/img/AJC07gFJDDBuwNTD.jpg,1.0,irish setter,0.5054960000000001,True,vizsla,0.168747,True,chesapeake bay retriever,0.111311,True,doggo
